spp_com,dbh,date_plant,neighborhood,POINT_X,POINT_Y
"Oak, Northern Red",18,,Jamaica Plain,-71.11219,42.32939
"Oak, Northern Red",6,,Jamaica Plain,-71.11297,42.32666
"Oak, Northern Red",33,,Jamaica Plain,-71.11528,42.32577
"Oak, Northern Red",3,--,Back Bay/Beacon Hill,-71.08651,42.34978
"Oak, White",37,,Jamaica Plain,-71.113,42.32597
"Oak, Northern Red",20,,Jamaica Plain,-71.11689,42.32267
"Oak, Northern Red",20,,Jamaica Plain,-71.11692,42.32265
"Oak, Northern Red",30,,Jamaica Plain,-71.11641,42.32304
"Oak, Northern Red",26,,Jamaica Plain,-71.11658,42.32295
"Oak, Swamp White",39,,Jamaica Plain,-71.11241,42.32945
"Oak, Northern Red",36,,Jamaica Plain,-71.11269,42.32972
"Elm, American",17,,Jamaica Plain,-71.11697,42.32264
"Ash, White",18,,Jamaica Plain,-71.11276,42.32977
Honeylocust,37,,Jamaica Plain,-71.11256,42.32958
"Cherry, Black",13,,Jamaica Plain,-71.11229,42.32932
"Oak, Northern Red",33,,Jamaica Plain,-71.11233,42.32927
"Oak, Swamp White",31,,Jamaica Plain,-71.11242,42.32936
"Maple, Red",9,,Jamaica Plain,-71.11251,42.32968
"Oak, Black",37,,Jamaica Plain,-71.11228,42.3292
"Oak, Northern Red",31,,Jamaica Plain,-71.11232,42.32914
"Zelkova, Japanese",17,--,Back Bay/Beacon Hill,-71.08651,42.34953
"Zelkova, Japanese",25,--,Back Bay/Beacon Hill,-71.08655,42.34961
"Zelkova, Japanese",18,--,Back Bay/Beacon Hill,-71.0866,42.34969
"Zelkova, Japanese",18,--,Back Bay/Beacon Hill,-71.08662,42.34975
"Zelkova, Japanese",17,--,Back Bay/Beacon Hill,-71.08661,42.34949
"Oak, Northern Red",33,,Jamaica Plain,-71.11704,42.32205
"Oak, Northern Red",23,,Jamaica Plain,-71.11687,42.32273
"Mulberry, White",20,,Jamaica Plain,-71.11292,42.32865
"Ash, Green",26,,Jamaica Plain,-71.11296,42.32873
"Cottonwood, Eastern",24,,Jamaica Plain,-71.11296,42.3289
"Oak, Northern Red",14,,Jamaica Plain,-71.11335,42.32835
"Oak, Northern Red",34,,Jamaica Plain,-71.11322,42.32839
"Linden, Littleleaf",28,,Jamaica Plain,-71.1133,42.32844
"Cherry, Black",13,,Jamaica Plain,-71.11289,42.32886
"Oak, Black",44,,Jamaica Plain,-71.11505,42.32566
"Oak, Bur",36,,Jamaica Plain,-71.11519,42.3256
"Oak, Northern Red",38,,Jamaica Plain,-71.11591,42.326
"Oak, Northern Red",39,,Jamaica Plain,-71.11601,42.32612
"Cherry, Black",3,,Jamaica Plain,-71.11217,42.32903
"Oak, Northern Red",5,,Jamaica Plain,-71.11231,42.32903
"Birch, Gray",12,,Jamaica Plain,-71.11244,42.32901
"Oak, Northern Red",12,,Jamaica Plain,-71.11216,42.32908
"Ash, Green",32,,Jamaica Plain,-71.11272,42.32924
"Oak, Northern Red",10,,Jamaica Plain,-71.11298,42.32876
"Oak, Pin",9,,Jamaica Plain,-71.11291,42.32891
"Mulberry, White",16,,Jamaica Plain,-71.11295,42.32884
"Oak, Northern Red",11,,Jamaica Plain,-71.11305,42.32663
"Cherry, Black",10,,Jamaica Plain,-71.11294,42.32876
"Cherry, Black",9,,Jamaica Plain,-71.11281,42.32863
"Cherry, Black",5,,Jamaica Plain,-71.11282,42.32862
"Cherry, Black",7,,Jamaica Plain,-71.11215,42.32841
"Cherry, Black",5,,Jamaica Plain,-71.11284,42.32864
"Cherry, Black",4,,Jamaica Plain,-71.11285,42.32864
"Oak, Willow",7,,Jamaica Plain,-71.11453,42.325
"Cherry, Black",41,,Jamaica Plain,-71.11219,42.32819
"Oak, Northern Red",21,,Jamaica Plain,-71.11514,42.32668
"Oak, Northern Red",53,,Jamaica Plain,-71.11395,42.32798
"Oak, Pin",18,,Jamaica Plain,-71.11387,42.32811
"Ash, Green",9,,Jamaica Plain,-71.11411,42.32777
"Oak, Northern Red",14,,Jamaica Plain,-71.11334,42.32833
"Cottonwood, Eastern",30,,Jamaica Plain,-71.11303,42.32868
"Oak, Bur",16,,Jamaica Plain,-71.11342,42.32829
"Cherry, Black",11,,Jamaica Plain,-71.1136,42.32823
"Oak, Northern Red",20,,Jamaica Plain,-71.11372,42.32823
"Birch, River",27,,Jamaica Plain,-71.11378,42.32829
"Oak, Pin",19,,Jamaica Plain,-71.11383,42.32812
"Maple, Red",10,,Jamaica Plain,-71.11394,42.32815
"Oak, Northern Red",35,,Jamaica Plain,-71.11387,42.32816
"Maple, Red",17,,Jamaica Plain,-71.11394,42.32814
"Oak, Northern Red",18,,Jamaica Plain,-71.11403,42.32806
"Oak, Northern Red",49,,Jamaica Plain,-71.116,42.32607
"Oak, Northern Red",27,,Jamaica Plain,-71.116,42.32616
"Oak, Northern Red",38,,Jamaica Plain,-71.11305,42.32658
"Oak, Northern Red",24,,Jamaica Plain,-71.11894,42.32121
"Oak, Northern Red",37,,Jamaica Plain,-71.11868,42.32112
"Maple, Red",9,,Jamaica Plain,-71.11247,42.32974
"Oak, Northern Red",28,,Jamaica Plain,-71.11862,42.32114
"Hemlock, Eastern",15,,Jamaica Plain,-71.11864,42.32116
"Cherry, Black",8,,Jamaica Plain,-71.11242,42.32936
Crabapple spp.,15,,Jamaica Plain,-71.11501,42.32668
"Ash, Green",14,,Jamaica Plain,-71.11507,42.32679
"Ash, Green",43,,Jamaica Plain,-71.11514,42.32679
"Ash, Green",18,,Jamaica Plain,-71.11514,42.32672
"Cherry, Black",14,,Jamaica Plain,-71.11507,42.32669
"Ash, Green",16,,Jamaica Plain,-71.11519,42.32681
"Cherry, Black",16,,Jamaica Plain,-71.11519,42.3267
"Ash, Green",12,,Jamaica Plain,-71.11529,42.3267
"Cherry, Black",8,,Jamaica Plain,-71.11524,42.3267
"Ash, Green",16,,Jamaica Plain,-71.11535,42.32678
"Ash, Green",16,,Jamaica Plain,-71.11539,42.32677
"Cherry, Black",17,,Jamaica Plain,-71.114,42.32783
"Oak, Northern Red",21,,Jamaica Plain,-71.1142,42.32759
"Maple, Red",48,,Jamaica Plain,-71.11425,42.32751
"Oak, Pin",10,,Jamaica Plain,-71.11427,42.32741
"Oak, Pin",20,,Jamaica Plain,-71.11434,42.32735
"Oak, Pin",22,,Jamaica Plain,-71.11431,42.32741
"Locust, Black",18,,Jamaica Plain,-71.11452,42.32709
"Cherry, Black",6,,Jamaica Plain,-71.11436,42.32736
"Locust, Black",12,,Jamaica Plain,-71.11469,42.32707
"Locust, Black",22,,Jamaica Plain,-71.11465,42.32699
"Cherry, Sweet",18,,Jamaica Plain,-71.1146,42.32704
"Locust, Black",14,,Jamaica Plain,-71.11458,42.32709
"Locust, Black",29,,Jamaica Plain,-71.11474,42.32699
"Elm, American",21,,Jamaica Plain,-71.11477,42.32702
"Locust, Black",16,,Jamaica Plain,-71.11471,42.32688
"Oak, Pin",24,,Jamaica Plain,-71.11437,42.32743
"Oak, Pin",22,,Jamaica Plain,-71.11354,42.3281
"Oak, Pin",21,,Jamaica Plain,-71.11439,42.32736
"Oak, Pin",24,,Jamaica Plain,-71.11414,42.32766
"Oak, Northern Red",49,,Jamaica Plain,-71.11404,42.32774
"Oak, Northern Red",27,,Jamaica Plain,-71.11707,42.32241
"Oak, Northern Red",25,,Jamaica Plain,-71.11702,42.32252
"Oak, Northern Red",33,,Jamaica Plain,-71.11705,42.32196
"Oak, Northern Red",29,,Jamaica Plain,-71.1167,42.32292
"Oak, Willow",5,,Jamaica Plain,-71.11457,42.32513
"Ash, White",17,,Jamaica Plain,-71.11438,42.32494
"Oak, Northern Red",26,,Jamaica Plain,-71.11677,42.32289
"Oak, Northern Red",35,,Jamaica Plain,-71.11546,42.32674
"Maple, Silver",54,,Jamaica Plain,-71.1147,42.32711
"Oak, Northern Red",20,,Jamaica Plain,-71.11295,42.3288
Honeylocust,10,,Jamaica Plain,-71.11266,42.32952
Crabapple spp.,11,,Jamaica Plain,-71.11239,42.32924
"Oak, Northern Red",14,,Jamaica Plain,-71.11267,42.32918
"Oak, Northern Red",29,,Jamaica Plain,-71.11695,42.32166
"Maple, Sugar",44,,Jamaica Plain,-71.11367,42.32574
"Oak, Pin",25,,Jamaica Plain,-71.11297,42.32871
"Oak, Northern Red",29,,Jamaica Plain,-71.11535,42.32591
"Oak, Northern Red",24,,Jamaica Plain,-71.1169,42.32145
"Oak, Northern Red",26,,Jamaica Plain,-71.11375,42.32562
"Oak, Northern Red",23,,Jamaica Plain,-71.11222,42.32872
"Oak, Northern Red",25,,Jamaica Plain,-71.11699,42.32186
"Oak, Pin",41,,Jamaica Plain,-71.11396,42.32704
"Oak, Northern Red",16,,Jamaica Plain,-71.11257,42.32926
"Oak, Northern Red",14,,Jamaica Plain,-71.11225,42.32892
"Pear, Callery",4,,Jamaica Plain,-71.1124,42.32931
"Dogwood, Flowering",6,,Jamaica Plain,-71.11244,42.32929
Crabapple spp.,4,,Jamaica Plain,-71.11228,42.32927
"Cherry, Black",4,,Jamaica Plain,-71.1124,42.32924
"Cherry, Black",7,,Jamaica Plain,-71.11246,42.32924
"Dogwood, Flowering",4,,Jamaica Plain,-71.11236,42.32922
"Cherry, Black",15,,Jamaica Plain,-71.11243,42.32921
"Cherry, Black",5,,Jamaica Plain,-71.11222,42.32911
"Cherry, Black",6,,Jamaica Plain,-71.11249,42.32911
"Cherry, Black",13,,Jamaica Plain,-71.11314,42.32629
"Maple, Norway",7,,Jamaica Plain,-71.11316,42.32636
"Cherry, Black",7,,Jamaica Plain,-71.11313,42.32631
"Oak, Northern Red",10,,Jamaica Plain,-71.11317,42.32638
"Oak, Northern Red",7,,Jamaica Plain,-71.11315,42.32639
"Oak, Pin",12,,Jamaica Plain,-71.11616,42.32601
"Oak, Northern Red",10,,Jamaica Plain,-71.11611,42.32597
"Oak, Northern Red",27,,Jamaica Plain,-71.11344,42.3253
"Oak, Northern Red",33,,Jamaica Plain,-71.11338,42.32535
"Linden, Littleleaf",37,,Jamaica Plain,-71.11376,42.32538
"Oak, Northern Red",63,,Jamaica Plain,-71.11409,42.3252
"Oak, Willow",6,,Jamaica Plain,-71.11447,42.32509
"Cherry, Black",6,,Jamaica Plain,-71.11454,42.32478
"Maple, Norway",9,,Jamaica Plain,-71.11337,42.32543
"Maple, Norway",6,,Jamaica Plain,-71.1133,42.32539
"Oak, Northern Red",22,,Jamaica Plain,-71.11322,42.32578
"Cherry, Black",11,,Jamaica Plain,-71.11327,42.32556
"Cherry, Black",10,,Jamaica Plain,-71.11318,42.32599
"Cherry, Black",9,,Jamaica Plain,-71.1132,42.32603
"Oak, Northern Red",9,,Jamaica Plain,-71.1132,42.32592
"Cherry, Black",7,,Jamaica Plain,-71.11321,42.32589
"Elm, American",10,,Jamaica Plain,-71.11324,42.32618
"Cherry, Black",12,,Jamaica Plain,-71.11325,42.32611
Tree of Heaven,9,,Jamaica Plain,-71.11317,42.32622
"Oak, Northern Red",44,,Jamaica Plain,-71.11355,42.3254
"Oak, Pin",33,,Jamaica Plain,-71.11315,42.33059
"Oak, Northern Red",28,,Jamaica Plain,-71.11357,42.32543
"Oak, Northern Red",17,,Jamaica Plain,-71.11308,42.33051
"Cherry, Black",7,,Jamaica Plain,-71.11351,42.32546
"Cherry, Black",7,,Jamaica Plain,-71.11348,42.32557
"Maple, Norway",6,,Jamaica Plain,-71.11344,42.32568
"Maple, Sugar",6,,Jamaica Plain,-71.11276,42.32727
"Oak, Northern Red",17,,Jamaica Plain,-71.11272,42.32737
"Oak, Northern Red",12,,Jamaica Plain,-71.11317,42.32639
"Oak, Northern Red",40,,Jamaica Plain,-71.11305,42.32636
"Mulberry, White",8,,Jamaica Plain,-71.11608,42.32601
"Cherry, Black",21,,Jamaica Plain,-71.11301,42.32586
Witch Hazel,21,,Jamaica Plain,-71.11294,42.3268
"Oak, Northern Red",25,,Jamaica Plain,-71.11623,42.32309
"Oak, Northern Red",22,,Jamaica Plain,-71.11516,42.32667
"Maple, Norway",16,,Jamaica Plain,-71.11467,42.32704
"Oak, Pin",34,,Jamaica Plain,-71.11438,42.3273
"Oak, Pin",13,,Jamaica Plain,-71.11421,42.32764
"Maple, Red",21,,Jamaica Plain,-71.11403,42.32779
"Oak, Northern Red",19,,Jamaica Plain,-71.11332,42.32837
"Oak, Northern Red",9,,Jamaica Plain,-71.11263,42.32741
"Oak, Northern Red",18,,Jamaica Plain,-71.1126,42.32745
"Oak, Northern Red",12,,Jamaica Plain,-71.11261,42.32742
"Oak, Northern Red",11,,Jamaica Plain,-71.11261,42.32746
"Oak, Northern Red",10,,Jamaica Plain,-71.11248,42.32759
"Oak, Northern Red",13,,Jamaica Plain,-71.11258,42.3275
"Oak, Northern Red",13,,Jamaica Plain,-71.11244,42.32761
"Oak, Northern Red",6,,Jamaica Plain,-71.11255,42.3275
"Oak, Northern Red",19,,Jamaica Plain,-71.11238,42.32781
"Oak, Northern Red",12,,Jamaica Plain,-71.11242,42.32769
"Cherry, Black",16,,Jamaica Plain,-71.11237,42.32786
"Cherry, Black",8,,Jamaica Plain,-71.11228,42.32797
"Locust, Black",15,,Jamaica Plain,-71.11231,42.32788
"Oak, Northern Red",9,,Jamaica Plain,-71.11434,42.32745
"Oak, Pin",32,,Jamaica Plain,-71.11394,42.32809
"Oak, Northern Red",23,,Jamaica Plain,-71.11421,42.32759
"Cherry, Black",34,,Jamaica Plain,-71.11497,42.32579
"Oak, Northern Red",25,,Jamaica Plain,-71.11483,42.32628
"Oak, Northern Red",40,,Jamaica Plain,-71.11553,42.32664
"Oak, Northern Red",26,,Jamaica Plain,-71.11278,42.32733
"Oak, Northern Red",6,,Jamaica Plain,-71.11267,42.32736
"Oak, Northern Red",9,,Jamaica Plain,-71.11269,42.32737
"Cherry, Black",8,,Jamaica Plain,-71.11226,42.32796
"Oak, Northern Red",11,,Jamaica Plain,-71.11222,42.32812
"Locust, Black",7,,Jamaica Plain,-71.11218,42.3282
"Oak, Northern Red",10,,Jamaica Plain,-71.11211,42.32852
"Locust, Black",7,,Jamaica Plain,-71.11218,42.32822
"Oak, Northern Red",28,,Jamaica Plain,-71.11216,42.32858
"Oak, Northern Red",19,,Jamaica Plain,-71.11217,42.32875
"Maple, Sugar",31,,Jamaica Plain,-71.11213,42.32876
"Oak, Northern Red",15,,Jamaica Plain,-71.11243,42.32959
serviceberry spp.,1,,Jamaica Plain,-71.1123,42.32908
"Oak, Northern Red",17,,Jamaica Plain,-71.11322,42.3262
"Cherry, Black",10,,Jamaica Plain,-71.11318,42.32627
"Oak, Northern Red",14,,Jamaica Plain,-71.11314,42.32628
"Oak, Northern Red",10,,Jamaica Plain,-71.11316,42.32657
"Maple, Norway",8,,Jamaica Plain,-71.11314,42.32658
"Cherry, Black",7,,Jamaica Plain,-71.11307,42.32671
"Cherry, Black",17,,Jamaica Plain,-71.11308,42.32669
"Cherry, Black",42,,Jamaica Plain,-71.11309,42.32676
"Cherry, Black",13,,Jamaica Plain,-71.11307,42.32673
"Oak, Northern Red",12,,Jamaica Plain,-71.11303,42.32681
"Oak, Northern Red",7,,Jamaica Plain,-71.11307,42.32678
"Maple, Norway",11,,Jamaica Plain,-71.11297,42.32693
"Oak, Northern Red",14,,Jamaica Plain,-71.11292,42.32704
"Oak, Pin",13,,Jamaica Plain,-71.11427,42.32744
"Oak, Northern Red",22,,Jamaica Plain,-71.11419,42.32757
"Cherry, Black",8,,Jamaica Plain,-71.11349,42.32565
"Oak, Northern Red",6,,Jamaica Plain,-71.11343,42.3257
"Cherry, Black",10,,Jamaica Plain,-71.11343,42.32573
"Cherry, Black",6,,Jamaica Plain,-71.11341,42.32583
"Cherry, Black",12,,Jamaica Plain,-71.11342,42.32578
"Cherry, Black",11,,Jamaica Plain,-71.11339,42.32589
"Oak, Northern Red",8,,Jamaica Plain,-71.11344,42.32595
"Linden, Littleleaf",20,,Jamaica Plain,-71.11332,42.32622
"Maple, Norway",8,,Jamaica Plain,-71.11339,42.326
"Oak, Northern Red",23,,Jamaica Plain,-71.11341,42.32607
"Cherry, Black",9,,Jamaica Plain,-71.11331,42.32627
"Oak, Northern Red",7,,Jamaica Plain,-71.11325,42.32635
"Maple, Norway",6,,Jamaica Plain,-71.11327,42.32632
"Maple, Norway",7,,Jamaica Plain,-71.11323,42.32643
"Maple, Norway",8,,Jamaica Plain,-71.11321,42.32644
"Oak, Northern Red",6,,Jamaica Plain,-71.11316,42.32652
"Oak, Northern Red",13,,Jamaica Plain,-71.11324,42.32648
"Oak, Northern Red",42,,Jamaica Plain,-71.11323,42.32652
"Cherry, Black",17,,Jamaica Plain,-71.11225,42.32799
"Cherry, Black",6,,Jamaica Plain,-71.11222,42.32815
"Oak, Pin",13,,Jamaica Plain,-71.11264,42.32922
"Oak, Northern Red",36,,Jamaica Plain,-71.11591,42.32621
"Maple, Norway",6,,Jamaica Plain,-71.11539,42.32671
"Oak, Northern Red",9,,Jamaica Plain,-71.11442,42.32744
"Locust, Black",5,,Jamaica Plain,-71.11399,42.32803
"Locust, Black",7,,Jamaica Plain,-71.11393,42.32807
"Cherry, Black",5,,Jamaica Plain,-71.11386,42.32812
"Hickory, Bitternut",7,,Jamaica Plain,-71.11376,42.32815
"Oak, Northern Red",19,,Jamaica Plain,-71.11384,42.32814
"Maple, Norway",6,,Jamaica Plain,-71.11296,42.32706
"Maple, Sugar",9,,Jamaica Plain,-71.11289,42.32707
"Oak, Northern Red",8,,Jamaica Plain,-71.11296,42.32709
Crabapple spp.,9,,Jamaica Plain,-71.11286,42.32716
"Oak, Northern Red",15,,Jamaica Plain,-71.11293,42.32716
"Oak, Northern Red",7,,Jamaica Plain,-71.11282,42.3272
"Oak, Northern Red",18,,Jamaica Plain,-71.11283,42.32722
"Oak, Northern Red",26,,Jamaica Plain,-71.11281,42.32728
"Buckthorn, Glossy",17,,Jamaica Plain,-71.11309,42.33027
"Oak, Swamp White",22,,Jamaica Plain,-71.11279,42.32984
"Elm, American",9,,Jamaica Plain,-71.11309,42.33031
"Ash, Green",9,,Jamaica Plain,-71.11309,42.33027
"Oak, Northern Red",7,,Jamaica Plain,-71.11287,42.32986
"Ash, Green",12,,Jamaica Plain,-71.11285,42.32983
"Oak, Pin",31,,Jamaica Plain,-71.11274,42.32964
"Oak, Pin",31,,Jamaica Plain,-71.11272,42.32965
"Pear, Callery",8,,Jamaica Plain,-71.1127,42.32981
"Oak, Pin",32,,Jamaica Plain,-71.11266,42.3296
"Oak, Northern Red",19,,Jamaica Plain,-71.11375,42.32666
"Oak, Northern Red",37,,Jamaica Plain,-71.11373,42.3267
"Oak, Northern Red",11,,Jamaica Plain,-71.11376,42.32655
"Oak, Northern Red",31,,Jamaica Plain,-71.11378,42.32653
"Oak, Northern Red",20,,Jamaica Plain,-71.11377,42.32662
"Birch, Gray",12,,Jamaica Plain,-71.11387,42.32818
"Oak, Northern Red",18,,Jamaica Plain,-71.11364,42.32817
"Oak, Northern Red",41,,Jamaica Plain,-71.11383,42.32824
"Ash, Green",16,,Jamaica Plain,-71.11371,42.32831
"Oak, Pin",21,,Jamaica Plain,-71.11379,42.32823
"Oak, Northern Red",30,,Jamaica Plain,-71.11354,42.32823
"Birch, River",18,,Jamaica Plain,-71.11347,42.32834
"Cottonwood, Eastern",25,,Jamaica Plain,-71.11307,42.32864
"Hickory, Bitternut",17,,Jamaica Plain,-71.11337,42.32831
"Maple, Norway",14,,Jamaica Plain,-71.11301,42.32872
"Oak, Northern Red",30,,Jamaica Plain,-71.11694,42.3226
"Beech, European",32,,Jamaica Plain,-71.1194,42.32236
Tree of Heaven,15,,Jamaica Plain,-71.11942,42.32228
"Birch, Gray",16,,Jamaica Plain,-71.11294,42.32907
"Elm, American",8,,Jamaica Plain,-71.11944,42.32248
"Cherry, Black",26,,Jamaica Plain,-71.11938,42.32257
"Ash, Green",10,,Jamaica Plain,-71.11446,42.32745
"Oak, Northern Red",5,,Jamaica Plain,-71.1143,42.32745
"Oak, Northern Red",7,,Jamaica Plain,-71.11432,42.32748
"Ash, Green",8,,Jamaica Plain,-71.11439,42.32746
"Oak, Northern Red",24,,Jamaica Plain,-71.11688,42.3227
"Oak, Northern Red",36,,Jamaica Plain,-71.11699,42.32175
"Oak, Northern Red",29,,Jamaica Plain,-71.11636,42.32306
"Oak, Northern Red",15,,Jamaica Plain,-71.11699,42.32254
"Oak, Northern Red",36,,Jamaica Plain,-71.1171,42.32236
"Beech, European",31,,Jamaica Plain,-71.11654,42.32301
"Oak, Northern Red",21,,Jamaica Plain,-71.11707,42.32246
"Oak, Northern Red",22,,Jamaica Plain,-71.11648,42.32301
"Oak, Northern Red",21,,Jamaica Plain,-71.11705,42.32249
"Oak, Northern Red",26,,Jamaica Plain,-71.11373,42.32685
"Oak, Black",20,,Jamaica Plain,-71.11372,42.32674
"Oak, Northern Red",50,,Jamaica Plain,-71.11376,42.32657
"Cherry, Black",8,,Jamaica Plain,-71.11379,42.32651
"Oak, White",37,,Jamaica Plain,-71.11368,42.32637
"Oak, Northern Red",27,,Jamaica Plain,-71.1137,42.32633
"Cherry, Black",15,,Jamaica Plain,-71.11376,42.32631
"Oak, Northern Red",14,,Jamaica Plain,-71.11376,42.32625
"Oak, Northern Red",19,,Jamaica Plain,-71.1138,42.32622
"Cherry, Sweet",9,,Jamaica Plain,-71.11398,42.32709
"Oak, Northern Red",44,,Jamaica Plain,-71.1177,42.32121
"Linden, Littleleaf",37,,Jamaica Plain,-71.11905,42.32149
"Linden, Littleleaf",12,,Jamaica Plain,-71.119,42.32151
"Maple, Sugar",7,,Jamaica Plain,-71.11888,42.32147
"Maple, Sugar",7,,Jamaica Plain,-71.11938,42.32175
"Maple, Norway",7,,Jamaica Plain,-71.11937,42.32185
"Birch, Gray",23,,Jamaica Plain,-71.11295,42.32907
Tree of Heaven,15,,Jamaica Plain,-71.11939,42.3223
"Cherry, Black",12,,Jamaica Plain,-71.11284,42.32916
"Oak, Northern Red",22,,Jamaica Plain,-71.11282,42.32919
"Ash, Green",11,,Jamaica Plain,-71.11279,42.32921
"Cherry, Black",11,,Jamaica Plain,-71.11288,42.32858
"Elm, American",13,,Jamaica Plain,-71.1149,42.32621
"Oak, Northern Red",10,,Jamaica Plain,-71.11219,42.32906
"Maple, Norway",7,,Jamaica Plain,-71.11492,42.3262
"Elm, American",31,,Jamaica Plain,-71.11493,42.32616
"Elm, American",10,,Jamaica Plain,-71.11485,42.32626
"Maple, Norway",9,,Jamaica Plain,-71.11485,42.32639
"Cherry, Black",11,,Jamaica Plain,-71.11371,42.3268
"Oak, Northern Red",25,,Jamaica Plain,-71.11287,42.33006
"Elm, American",8,,Jamaica Plain,-71.11299,42.33013
"Ash, White",8,,Jamaica Plain,-71.11297,42.33014
"Ash, Green",7,,Jamaica Plain,-71.11297,42.33021
"Elm, American",16,,Jamaica Plain,-71.11299,42.33011
Crabapple spp.,6,,Jamaica Plain,-71.11304,42.33026
Crabapple spp.,6,,Jamaica Plain,-71.11306,42.33027
"Birch, River",11,,Jamaica Plain,-71.11383,42.32828
Crabapple spp.,14,,Jamaica Plain,-71.11366,42.32831
Crabapple spp.,20,,Jamaica Plain,-71.11363,42.32833
"Cottonwood, Eastern",7,,Jamaica Plain,-71.1134,42.32841
serviceberry spp.,21,,Jamaica Plain,-71.11309,42.32859
"Birch, River",13,,Jamaica Plain,-71.11308,42.32863
"Ash, White",12,,Jamaica Plain,-71.11298,42.32896
"Birch, Gray",33,,Jamaica Plain,-71.11296,42.32903
"Ash, White",10,,Jamaica Plain,-71.11297,42.32904
"Ash, White",23,,Jamaica Plain,-71.11302,42.33015
"Oak, Northern Red",8,,Jamaica Plain,-71.11868,42.32115
"Ash, Green",12,,Jamaica Plain,-71.11277,42.32923
"Mulberry, White",12,,Jamaica Plain,-71.1127,42.32945
"Elm, American",10,,Jamaica Plain,-71.1127,42.32948
"Elm, American",26,,Jamaica Plain,-71.11271,42.32951
"Maple, Red",8,,Jamaica Plain,-71.11345,42.33063
Tree of Heaven,16,,Jamaica Plain,-71.11345,42.33062
"Maple, Norway",14,,Jamaica Plain,-71.11346,42.33064
"Oak, Pin",11,,Jamaica Plain,-71.11347,42.33065
"Elm, American",13,,Jamaica Plain,-71.11348,42.33066
"Maple, Norway",9,,Jamaica Plain,-71.11534,42.32679
"Maple, Norway",12,,Jamaica Plain,-71.11533,42.32679
"Elm, American",12,,Jamaica Plain,-71.11531,42.3268
"Oak, Northern Red",11,,Jamaica Plain,-71.11485,42.32633
"Oak, Pin",39,,Jamaica Plain,-71.11437,42.327
"Maple, Sugar",27,,Jamaica Plain,-71.1136,42.32574
"Sweetgum, Common",25,,Jamaica Plain,-71.11361,42.32578
"Oak, Northern Red",20,,Jamaica Plain,-71.1136,42.32597
"Oak, Northern Red",26,,Jamaica Plain,-71.11359,42.32594
"Oak, Northern Red",20,,Jamaica Plain,-71.11405,42.32743
"Oak, Northern Red",16,,Jamaica Plain,-71.11364,42.32607
